Source,Destination,Distance
KansasCity,Indianapolis,3745
Fresno,Tucson,1594
Boston,LongBeach,1743
Omaha,Cleveland,4737
Tulsa,Houston,4112
Aurora,VirginiaBeach,3982
NewYork,Mesa,151
Wichita,Austin,60
Aurora,Baltimore,1354
Wichita,Philadelphia,1054
Chicago,SanFrancisco,1525
SanAntonio,Tampa,1013
LosAngeles,Mesa,4646
Memphis,Bakersfield,1466
SanDiego,FortWorth,2193
SanFrancisco,Houston,1580
Seattle,Philadelphia,3981
SanDiego,SantaAna,3708
ElPaso,SantaAna,2137
SanFrancisco,Charlotte,1535
Oakland,Mesa,3091
Mesa,Charlotte,3994
Charlotte,Chicago,4963
VirginiaBeach,Arlington,4303
ElPaso,NewYork,1615
Boston,NewOrleans,3253
ElPaso,Honolulu,3077
Honolulu,SanAntonio,2560
Atlanta,Anaheim,3152
Philadelphia,Dallas,4879
SantaAna,SanDiego,3183
Raleigh,NewYork,720
SantaAna,Louisville,3451
Seattle,SantaAna,601
FortWorth,Columbus,4758
Tampa,Chicago,4596
Albuquerque,NewOrleans,2521
Houston,Phoenix,3023
Albuquerque,LasVegas,2221
Mesa,Wichita,369
Mesa,Milwaukee,911
Miami,Mesa,104
Seattle,SanDiego,3531
VirginiaBeach,LongBeach,4579
LongBeach,ElPaso,648
SanFrancisco,Tucson,4898
Arlington,LongBeach,3834
Minneapolis,SanDiego,4043
NewYork,Omaha,1031
SanDiego,SantaAna,3078
SantaAna,SanAntonio,4830
ColoradoSprings,Nashville,4072
Tucson,Dallas,991
Atlanta,Dallas,3114
LosAngeles,SanAntonio,2304
Bakersfield,Albuquerque,64
SanDiego,Miami,1985
Aurora,Mesa,3082
Houston,Wichita,4925
LosAngeles,Louisville,4662
Minneapolis,Philadelphia,1266
Tucson,LosAngeles,1305
Memphis,Chicago,2068
Oakland,Miami,3405
Louisville,Oakland,1942
SanDiego,ColoradoSprings,3984
Raleigh,SanDiego,2220
NewYork,Denver,3926
ElPaso,Omaha,3862
Portland,Chicago,4467
KansasCity,Raleigh,4997
Sacramento,Seattle,2440
Portland,LasVegas,4104
Charlotte,Mesa,4782
Milwaukee,Dallas,4661
Anaheim,NewOrleans,2121
SanFrancisco,Dallas,4244
Houston,Louisville,3615
LongBeach,Anaheim,3512
LasVegas,Detroit,3351
Memphis,Louisville,3643
Boston,Dallas,4907
Boston,Jacksonville,2437
Mesa,Houston,4524
Chicago,FortWorth,1223
Austin,Anaheim,3951
NewOrleans,KansasCity,1060
FortWorth,ColoradoSprings,3259
LasVegas,SantaAna,4106
Bakersfield,Tulsa,280
Minneapolis,Anaheim,3564
Tampa,Austin,2312
Albuquerque,Nashville,3141
LasVegas,Charlotte,4183
Indianapolis,Milwaukee,2826
SantaAna,Baltimore,1814
Austin,Mesa,315
LongBeach,Mesa,4978
Wichita,Boston,3584
Omaha,Dallas,3785
KansasCity,Denver,2868
Phoenix,Tucson,430
Minneapolis,NewYork,3092
Sacramento,Fresno,3228
Detroit,Minneapolis,4252
Fresno,Seattle,3166
SanFrancisco,Tulsa,3808
Tampa,Atlanta,2239
SanDiego,SantaAna,3276
Charlotte,Cleveland,3324
Houston,Tampa,4169
SantaAna,LongBeach,2951
Boston,Baltimore,405
Mesa,OklahomaCity,4309
Mesa,Denver,4396
ElPaso,OklahomaCity,423
Minneapolis,Detroit,1256
Tucson,Austin,4254
Tucson,ElPaso,1341
Jacksonville,SantaAna,4866
Columbus,SanAntonio,4271
Minneapolis,ColoradoSprings,3845
NewOrleans,Miami,617
Cleveland,Portland,1626
Baltimore,LasVegas,2029
Milwaukee,Columbus,922
LosAngeles,Wichita,125
Austin,Houston,2984
Austin,LongBeach,2638
Mesa,Anaheim,1352
SanFrancisco,Detroit,4656
Jacksonville,Oakland,2235
ColoradoSprings,KansasCity,4485
Philadelphia,Raleigh,1329
Cleveland,Phoenix,1535
Albuquerque,SanAntonio,1577
Aurora,Albuquerque,773
SantaAna,ElPaso,2727
KansasCity,Denver,2835
Mesa,NewOrleans,2432
Seattle,OklahomaCity,3994
SanAntonio,Portland,2965
NewYork,Indianapolis,1994
Columbus,Anaheim,1132
Arlington,NewYork,4767
VirginiaBeach,Milwaukee,1273
Albuquerque,LosAngeles,2110
Atlanta,SanDiego,4016
Sacramento,Chicago,2114
Baltimore,Minneapolis,4695
Mesa,Seattle,2841
LosAngeles,SantaAna,4725
Memphis,Arlington,3850
Indianapolis,NewYork,4443
Arlington,Columbus,1696
Denver,SantaAna,2281
FortWorth,Tucson,743
ElPaso,Nashville,667
Aurora,NewOrleans,996
Portland,ElPaso,2288
LongBeach,Mesa,4055
Austin,Charlotte,3691
LasVegas,Indianapolis,2877
VirginiaBeach,Boston,3936
Phoenix,SanFrancisco,3741
VirginiaBeach,Detroit,85
Indianapolis,Tulsa,588
Albuquerque,Seattle,4474
Tucson,Jacksonville,4685
Dallas,Fresno,1717
Aurora,Austin,145
Chicago,Cleveland,2697
Tampa,Boston,59
Bakersfield,Albuquerque,4287
Tulsa,Louisville,2607
ElPaso,Albuquerque,941
SanFrancisco,ElPaso,4847
Austin,Milwaukee,4476
LosAngeles,Cleveland,3639
Oakland,Omaha,1375
Milwaukee,Oakland,2806
KansasCity,Raleigh,2507
Cleveland,Portland,1365
VirginiaBeach,Boston,786
Baltimore,SanFrancisco,2920
Tulsa,Philadelphia,3168
Jacksonville,SanDiego,4126
Wichita,Charlotte,1434
KansasCity,SanAntonio,329
NewOrleans,Charlotte,1174
OklahomaCity,LosAngeles,1023
Mesa,Tucson,704
Louisville,Sacramento,314
Dallas,Houston,2190
Detroit,Miami,2280
OklahomaCity,Mesa,387
Philadelphia,SanDiego,3928
OklahomaCity,Albuquerque,4674
KansasCity,Charlotte,2733
Philadelphia,Cleveland,421
Charlotte,Phoenix,2165
NewYork,Omaha,1252
Minneapolis,FortWorth,3726
Tampa,Austin,4753
Denver,Phoenix,1797
Detroit,Omaha,2518
LongBeach,Omaha,659
Arlington,Denver,4870
Anaheim,Atlanta,2828
KansasCity,Dallas,2393
Austin,NewOrleans,861
Indianapolis,Louisville,2932
Oakland,Aurora,2936
Anaheim,Memphis,2644
Philadelphia,Omaha,4526
Tampa,Honolulu,2048
Austin,Portland,2502
Indianapolis,Minneapolis,4581
Memphis,SanFrancisco,3220
SantaAna,LasVegas,4401
Dallas,Phoenix,3257
Tulsa,Tucson,4365
Jacksonville,Mesa,284
Washington,Sacramento,4422
Dallas,Portland,3934
Wichita,Portland,4436
Portland,Tulsa,3688
Milwaukee,NewOrleans,2158
FortWorth,Aurora,3837
Arlington,Honolulu,761
Seattle,SanFrancisco,4142
LongBeach,Tucson,3570
NewYork,Louisville,4504
OklahomaCity,ElPaso,3740
ElPaso,Aurora,194
LongBeach,Miami,103
Omaha,Detroit,3169
Charlotte,Memphis,4239
Columbus,Dallas,3924
Seattle,Oakland,445
Arlington,Anaheim,4396
Jacksonville,Cleveland,2138
Phoenix,KansasCity,3592
Cleveland,VirginiaBeach,1615
NewOrleans,SantaAna,1600
Boston,Washington,1928
Seattle,Memphis,2088
NewYork,Louisville,106
Milwaukee,Tulsa,432
Minneapolis,Seattle,855
Raleigh,Omaha,2634
Charlotte,Baltimore,541
SanFrancisco,Philadelphia,3887
Philadelphia,Tulsa,3418
ColoradoSprings,NewYork,2717
Jacksonville,LosAngeles,3506
Arlington,ElPaso,2818
Oakland,Boston,3888
Tulsa,Nashville,324
Phoenix,Cleveland,496
Houston,SantaAna,3999
Minneapolis,ElPaso,4329
Phoenix,LosAngeles,2674
Jacksonville,Milwaukee,4372
Columbus,Detroit,3999
Tampa,VirginiaBeach,863
FortWorth,Dallas,1787
Portland,Jacksonville,142
LasVegas,Cleveland,1436
Phoenix,SanFrancisco,3004
VirginiaBeach,Anaheim,2864
Aurora,Charlotte,253
SanDiego,LongBeach,4276
Bakersfield,Mesa,4815
Arlington,SanFrancisco,3142
Jacksonville,Cleveland,4157
SanFrancisco,LosAngeles,2508
Raleigh,Louisville,871
Tucson,FortWorth,4244
Charlotte,Seattle,4096
Anaheim,VirginiaBeach,3660
Albuquerque,Bakersfield,2683
Chicago,OklahomaCity,4210
Dallas,Raleigh,4968
KansasCity,Portland,2206
Anaheim,NewOrleans,4503
Jacksonville,Cleveland,730
Detroit,Tampa,536
LongBeach,Wichita,3195
SanAntonio,Philadelphia,2836
Miami,SantaAna,622
LongBeach,Omaha,1406
Honolulu,Wichita,2667
LosAngeles,Wichita,2724
Charlotte,Detroit,946
SanAntonio,Baltimore,3588
Cleveland,Houston,3631
Louisville,Charlotte,1024
Columbus,Phoenix,4151
Indianapolis,Mesa,4591
FortWorth,Mesa,2736
Dallas,FortWorth,272
Miami,Washington,1625
Wichita,LosAngeles,884
Baltimore,Omaha,1229
Indianapolis,Washington,2193
Atlanta,OklahomaCity,2461
Chicago,NewYork,1948
LasVegas,Tampa,602
VirginiaBeach,Boston,816
Sacramento,Oakland,3876
SantaAna,Chicago,1827
SanAntonio,Portland,3024
Austin,Minneapolis,3095
Louisville,Columbus,2432
Boston,Seattle,2751
Phoenix,Indianapolis,1445
Columbus,Houston,1701
Omaha,LasVegas,4951
Wichita,ElPaso,4960
Aurora,Omaha,969
Fresno,Philadelphia,2942
SantaAna,SanFrancisco,2024
Tulsa,Seattle,2311
Honolulu,Indianapolis,613
Chicago,Boston,1504
Philadelphia,LasVegas,3217
Arlington,Louisville,124
Honolulu,Boston,4883
Honolulu,Austin,4031
LosAngeles,Houston,764
Cleveland,OklahomaCity,2985
Anaheim,SanFrancisco,2417
FortWorth,VirginiaBeach,3574
Philadelphia,Oakland,3770
SantaAna,LosAngeles,4752
Bakersfield,Charlotte,2237
ColoradoSprings,SanAntonio,3476
Indianapolis,Phoenix,1797
VirginiaBeach,Anaheim,4758
Atlanta,Charlotte,1587
Atlanta,OklahomaCity,1851
Charlotte,Seattle,3353
Milwaukee,Sacramento,3079
Atlanta,LasVegas,1046
Jacksonville,Columbus,4016
Boston,SantaAna,2091
Jacksonville,Mesa,3108
Indianapolis,Bakersfield,1575
Atlanta,Seattle,3035
Portland,Washington,1895
SanAntonio,Tampa,633
LasVegas,Cleveland,102
Aurora,Houston,895
SanAntonio,LosAngeles,2421
Anaheim,Raleigh,4724
Indianapolis,SantaAna,4651
Baltimore,Atlanta,4361
Cleveland,Honolulu,3801
Denver,Phoenix,1498
Columbus,Aurora,2212
Philadelphia,SanDiego,357
ElPaso,Philadelphia,2728
Dallas,Jacksonville,1725
Denver,Detroit,1802
Honolulu,Memphis,4873
Omaha,OklahomaCity,502
Columbus,Miami,4653
Memphis,Detroit,4841
OklahomaCity,ElPaso,4622
SanFrancisco,Denver,4279
Detroit,SantaAna,4134
Nashville,Houston,2803
Honolulu,Arlington,4915
Columbus,Denver,751
Detroit,Louisville,3115
Miami,Baltimore,4730
Detroit,Fresno,983
Minneapolis,Seattle,4997
NewYork,Houston,437
SanAntonio,OklahomaCity,107
Oakland,LongBeach,3533
LongBeach,Columbus,883
Portland,Honolulu,2948
ColoradoSprings,Austin,817
Phoenix,LosAngeles,954
Aurora,Raleigh,1914
Indianapolis,KansasCity,336
Cleveland,Dallas,1834
Washington,Miami,3410
Wichita,Detroit,1319
Detroit,LosAngeles,2611
Sacramento,Dallas,773
Jacksonville,Atlanta,1041
Columbus,Sacramento,4047
Baltimore,Arlington,1899
KansasCity,Washington,3182
VirginiaBeach,Jacksonville,2894
Columbus,Omaha,539
Washington,NewYork,2216
ColoradoSprings,Indianapolis,641
Nashville,Philadelphia,793
Portland,Tampa,95
Tucson,Nashville,2936
Charlotte,Philadelphia,2524
LosAngeles,Indianapolis,1133
NewOrleans,SanFrancisco,1306
Jacksonville,FortWorth,1691
Nashville,OklahomaCity,2432
Tucson,Bakersfield,3752
NewOrleans,Philadelphia,3686
Memphis,ColoradoSprings,4677
Austin,Wichita,2912
Arlington,Tucson,2174
NewOrleans,Fresno,183
LosAngeles,Honolulu,1537
Columbus,Tucson,3006
LasVegas,ColoradoSprings,1501
Chicago,Oakland,4285
Nashville,Wichita,3768
Raleigh,Indianapolis,2819
Chicago,Boston,4745
Miami,Columbus,4890
Miami,Denver,4400
Oakland,Tulsa,797
Cleveland,Honolulu,3341
LosAngeles,Raleigh,2563
Miami,Milwaukee,4708
Atlanta,Philadelphia,2142
Philadelphia,Tulsa,4930
Charlotte,Cleveland,2342
Miami,SanDiego,4531
Denver,Oakland,334
NewYork,Portland,2025
ElPaso,Baltimore,3295
Chicago,Albuquerque,362
Tucson,Detroit,4666
Arlington,Indianapolis,3053
Miami,Raleigh,4857
Indianapolis,Chicago,607
Charlotte,Arlington,3570
Houston,Minneapolis,259
Tulsa,SanDiego,4782
Charlotte,Cleveland,1189
LongBeach,Austin,4618
Seattle,Columbus,889
LasVegas,Aurora,2534
Dallas,Boston,918
Mesa,Milwaukee,3474
Bakersfield,Tucson,4240
LosAngeles,LongBeach,3928
Anaheim,Washington,1852
Milwaukee,Tampa,4788
Washington,LasVegas,56
Portland,Arlington,3079
LongBeach,Indianapolis,706
SanAntonio,Portland,2978
Chicago,Albuquerque,2321
ElPaso,NewOrleans,4687
Memphis,Wichita,133
Denver,Minneapolis,1851
Portland,Miami,1462
Portland,Aurora,2006
LosAngeles,KansasCity,1591
Fresno,FortWorth,1412
Sacramento,Miami,326
Philadelphia,Charlotte,3038
Houston,VirginiaBeach,545
Charlotte,LongBeach,4169
Tulsa,Dallas,965
SanFrancisco,Milwaukee,107
Tulsa,Aurora,3051
KansasCity,Portland,813
Memphis,Mesa,3271
Minneapolis,Omaha,2539
NewOrleans,SanAntonio,3840
Tampa,KansasCity,1430
Sacramento,Minneapolis,463
SanFrancisco,Baltimore,873
Miami,Bakersfield,2520
SanFrancisco,Honolulu,607
LasVegas,ElPaso,1087
Minneapolis,SanDiego,4704
SanFrancisco,Honolulu,2727
SanDiego,Indianapolis,119
Fresno,VirginiaBeach,3998
Bakersfield,Washington,638
Charlotte,Albuquerque,4616
ElPaso,Denver,3844
Memphis,Raleigh,3490
Chicago,Albuquerque,1543
Milwaukee,Minneapolis,2381
Bakersfield,Phoenix,1709
FortWorth,Portland,625
Chicago,Oakland,3947
Philadelphia,Detroit,4854
VirginiaBeach,Seattle,4814
Nashville,Philadelphia,1786
Jacksonville,Mesa,3111
Phoenix,Cleveland,3162
Fresno,Bakersfield,1789
Detroit,Jacksonville,1158
LongBeach,Detroit,2118
Washington,OklahomaCity,1801
Arlington,Indianapolis,2156
Chicago,Columbus,3397
LongBeach,Phoenix,2234
Dallas,Omaha,1786
NewYork,Phoenix,633
Tucson,NewOrleans,3811
Charlotte,Memphis,3676
Cleveland,NewYork,3035
Mesa,Omaha,216
Milwaukee,SanFrancisco,1427
Oakland,Washington,1714
Phoenix,NewOrleans,3121
LasVegas,Aurora,1296
Albuquerque,Cleveland,335
KansasCity,LasVegas,3485
LongBeach,Mesa,2559
Washington,Omaha,1711
Portland,Seattle,4537
VirginiaBeach,Anaheim,2044
Anaheim,Raleigh,2018
Louisville,Fresno,4610
Dallas,Charlotte,1783
Charlotte,VirginiaBeach,164
ElPaso,Omaha,4876
SanAntonio,ElPaso,2652
SanDiego,Columbus,4770
Wichita,Tucson,3116
SantaAna,Fresno,3404
Bakersfield,Nashville,3168
LosAngeles,Houston,2617
Baltimore,Tulsa,3122
Cleveland,Miami,1306
Albuquerque,Wichita,1536
Miami,Washington,3281
Bakersfield,Indianapolis,3892
Chicago,LasVegas,3924
Arlington,Denver,4742
Austin,SanDiego,4228
SantaAna,Houston,2233
Philadelphia,Milwaukee,503
Austin,SantaAna,1323
Atlanta,Bakersfield,1620
Arlington,SantaAna,370
Mesa,Atlanta,3063
Louisville,SanFrancisco,835
LongBeach,Milwaukee,3546
Atlanta,Mesa,2526
Seattle,SantaAna,2313
Bakersfield,Tampa,2536
Anaheim,Tucson,1708
SanFrancisco,VirginiaBeach,2728
Tucson,SanDiego,1938
Portland,Houston,1703
Omaha,Minneapolis,2547
SanFrancisco,Philadelphia,62
Raleigh,Jacksonville,1135
Tampa,Nashville,1936
Detroit,Anaheim,4106
Arlington,OklahomaCity,1279
Miami,OklahomaCity,1171
Sacramento,ElPaso,3669
Omaha,OklahomaCity,4217
Baltimore,Austin,4580
SanDiego,Sacramento,4645
Atlanta,Tulsa,1357
Phoenix,ElPaso,3303
Austin,Indianapolis,3635
Atlanta,Baltimore,1604
KansasCity,Tulsa,987
Tucson,OklahomaCity,1888
Phoenix,Houston,290
SanAntonio,Milwaukee,3816
Detroit,Wichita,4966
Tampa,Wichita,1467
Albuquerque,Detroit,1775
Albuquerque,Nashville,1787
Baltimore,Tulsa,4070
Fresno,Raleigh,4080
Indianapolis,Charlotte,3983
Seattle,Houston,1085
Washington,ElPaso,3742
NewOrleans,Columbus,973
KansasCity,SantaAna,4365
Anaheim,Detroit,3942
Albuquerque,Dallas,1981
Tucson,Houston,3037
Atlanta,SanDiego,2121
ElPaso,Charlotte,1706
Washington,Portland,730
Honolulu,Charlotte,3923
Wichita,Austin,1358
Denver,KansasCity,4408
Mesa,Atlanta,4475
Honolulu,Miami,1878
SantaAna,Dallas,4054
ElPaso,Jacksonville,721
SanDiego,Atlanta,800
Albuquerque,Houston,835
Chicago,Indianapolis,1450
OklahomaCity,Fresno,4563
Tucson,NewOrleans,4291
ColoradoSprings,Milwaukee,4801
Seattle,Portland,2712
Cleveland,LosAngeles,1522
Minneapolis,ColoradoSprings,4510
Chicago,Cleveland,4175
Aurora,Austin,2608
Charlotte,Detroit,4766
Anaheim,FortWorth,2048
LongBeach,Tucson,541
LongBeach,NewYork,4423
Washington,NewOrleans,1440
Dallas,Charlotte,1144
LasVegas,Bakersfield,2940
Bakersfield,Cleveland,57
Bakersfield,Detroit,2119
VirginiaBeach,Nashville,879
LasVegas,Jacksonville,1902
OklahomaCity,Seattle,4792
Anaheim,Tampa,1447
Fresno,Bakersfield,3906
Cleveland,Sacramento,1825
Albuquerque,Fresno,3647
Boston,Atlanta,1040
SanAntonio,Austin,4636
Albuquerque,Washington,864
Milwaukee,Cleveland,1005
Denver,Indianapolis,1813
Baltimore,Bakersfield,4473
Indianapolis,Wichita,617
Arlington,Minneapolis,1900
Tucson,LongBeach,2139
Raleigh,ElPaso,2346
LongBeach,Austin,4534
SanAntonio,Denver,2100
Milwaukee,Anaheim,2366
Jacksonville,Louisville,3422
Nashville,LasVegas,652
KansasCity,Cleveland,2091
Honolulu,Memphis,3986
Nashville,Arlington,4789
Seattle,Omaha,3716
Tulsa,Baltimore,1494
Milwaukee,Austin,4553
Philadelphia,Fresno,1306
Milwaukee,Aurora,2856
Louisville,Indianapolis,4225
SanAntonio,Bakersfield,2195
Omaha,Mesa,3246
SanDiego,Honolulu,2018
Tucson,Washington,1254
Seattle,LosAngeles,688
Nashville,Chicago,4213
LasVegas,Arlington,3681
Tucson,Portland,4377
Minneapolis,Bakersfield,3511
Philadelphia,LongBeach,1006
Omaha,Columbus,4190
Mesa,Columbus,3031
Fresno,LongBeach,4770
Memphis,Sacramento,4992
Washington,Albuquerque,3877
Columbus,Denver,2764
Minneapolis,KansasCity,4586
Seattle,Bakersfield,4432
Austin,Minneapolis,3696
Honolulu,Milwaukee,4549
Chicago,Aurora,604
Tampa,Minneapolis,4413
Aurora,OklahomaCity,2999
OklahomaCity,SanFrancisco,707
Atlanta,KansasCity,396
Denver,Miami,1116
LosAngeles,SanAntonio,1530
OklahomaCity,Albuquerque,108
KansasCity,Jacksonville,1035
Honolulu,Detroit,1456
Oakland,Tampa,4229
Washington,Milwaukee,318
LosAngeles,Detroit,4356
Tampa,Jacksonville,4174
Arlington,Chicago,4174
Charlotte,Wichita,970
Omaha,Columbus,2178
LosAngeles,SanAntonio,2475
Detroit,LongBeach,2065
Arlington,Mesa,2168
Seattle,Houston,2000
Omaha,Wichita,1625
NewOrleans,Miami,703
Baltimore,Raleigh,4499
FortWorth,Indianapolis,2606
Cleveland,Nashville,619
Omaha,ColoradoSprings,524
Mesa,Philadelphia,902
SanAntonio,Fresno,4193
ColoradoSprings,Houston,436
ElPaso,Austin,1267
Portland,Baltimore,1144
Oakland,LosAngeles,1167
Cleveland,Tampa,3584
SanDiego,Mesa,3477
Anaheim,Louisville,4558
Milwaukee,Omaha,1532
Raleigh,Baltimore,3194
Nashville,Arlington,446
Atlanta,Nashville,2026
Louisville,Omaha,2498
Tampa,Sacramento,4083
Columbus,Boston,4751
Oakland,Dallas,4868
Tulsa,Bakersfield,527
Philadelphia,Atlanta,1037
Portland,Miami,1644
Philadelphia,Jacksonville,3648
Detroit,Mesa,498
Tucson,Seattle,1586
Sacramento,Miami,3622
Miami,Tampa,1224
SanFrancisco,Raleigh,2249
Tulsa,Phoenix,3239
Arlington,Indianapolis,3440
OklahomaCity,Mesa,3495
Sacramento,ColoradoSprings,948
Baltimore,Raleigh,3463
Louisville,Memphis,1370
Detroit,Mesa,2370
Albuquerque,SantaAna,1296
Louisville,Honolulu,1972
Sacramento,Indianapolis,268
SantaAna,Austin,3293
SantaAna,FortWorth,2556
Atlanta,Portland,3288
Oakland,Austin,3027
Boston,Dallas,2167
Atlanta,Indianapolis,471
OklahomaCity,SanFrancisco,4462
LasVegas,SantaAna,4552
NewYork,LongBeach,3655
Cleveland,Tampa,2666
Wichita,Louisville,2907
LasVegas,Columbus,793
NewYork,Fresno,3075
Indianapolis,ColoradoSprings,4585
ColoradoSprings,Memphis,3794
NewYork,LasVegas,4324
LongBeach,LosAngeles,870
Tulsa,Raleigh,4898
Minneapolis,ElPaso,4727
Cleveland,VirginiaBeach,1258
LasVegas,ColoradoSprings,4229
OklahomaCity,SanAntonio,1717
Memphis,VirginiaBeach,4763
LosAngeles,Wichita,3174
ElPaso,Oakland,323
Tampa,Baltimore,1325
Cleveland,Sacramento,1828
Washington,ColoradoSprings,3366
Sacramento,NewOrleans,4638
Baltimore,Tampa,4070
LongBeach,NewYork,2696
Nashville,Seattle,1897
Wichita,KansasCity,4048
Nashville,Sacramento,1393
Omaha,VirginiaBeach,81
Honolulu,Portland,158
Bakersfield,Indianapolis,635
Oakland,Portland,1081
Sacramento,Houston,193
Indianapolis,Cleveland,116
Minneapolis,Tampa,4831
Fresno,Tucson,4714
Washington,ElPaso,3551
Tampa,Tulsa,898
Louisville,Seattle,2128
Phoenix,Mesa,282
Mesa,Austin,1531
LongBeach,LosAngeles,407
Tampa,Austin,4044
Denver,Wichita,3364
Indianapolis,LongBeach,1865
Louisville,Anaheim,313
VirginiaBeach,Seattle,1029
Charlotte,Bakersfield,684
Sacramento,Charlotte,971
Wichita,Tucson,4189
VirginiaBeach,Bakersfield,3425
Mesa,OklahomaCity,3650
Raleigh,Sacramento,83
Nashville,Louisville,4458
Washington,Seattle,416
Charlotte,Indianapolis,4839
Bakersfield,Sacramento,2457
SanAntonio,Omaha,4317
Arlington,Fresno,1752
Tampa,Charlotte,4390
Omaha,Milwaukee,905
SantaAna,LongBeach,2265
Fresno,SanDiego,2645
SanAntonio,Nashville,2327
LongBeach,Atlanta,52
Baltimore,Denver,1974
VirginiaBeach,Atlanta,153
NewYork,Raleigh,1011
SanFrancisco,NewOrleans,4372
Dallas,Jacksonville,4371
Charlotte,Jacksonville,2822
Fresno,Columbus,1862
Houston,Mesa,4511
Memphis,Houston,1503
Chicago,Omaha,4655
Detroit,Baltimore,943
ElPaso,Dallas,1209
Columbus,Jacksonville,2911
Chicago,Oakland,2045
Washington,Boston,963
Austin,SanDiego,4454
Tucson,SanFrancisco,532
LasVegas,Indianapolis,4316
ElPaso,Charlotte,816
Louisville,FortWorth,1244
Sacramento,ColoradoSprings,2003
SanDiego,Seattle,4861
Wichita,Memphis,3559
Wichita,Tucson,2020
KansasCity,SanAntonio,131
Anaheim,Denver,3966
Tucson,Boston,1321
VirginiaBeach,Seattle,3656
Milwaukee,FortWorth,2477
KansasCity,Cleveland,2889
Sacramento,Denver,196
NewYork,LosAngeles,2633
SanAntonio,Boston,2773
SanFrancisco,Albuquerque,2407
Charlotte,Anaheim,1573
Raleigh,Tampa,2125
Oakland,Honolulu,1802
Wichita,Austin,4584
Cleveland,Jacksonville,4409
VirginiaBeach,Louisville,3617
OklahomaCity,ElPaso,4633
NewYork,Boston,4589
SanFrancisco,Arlington,1711
LosAngeles,Austin,400
KansasCity,Charlotte,3325
ElPaso,Tucson,4077
Wichita,Bakersfield,3104
Houston,Raleigh,3828
Tampa,Wichita,2867
LongBeach,Sacramento,2966
Minneapolis,Charlotte,4652
Bakersfield,Raleigh,831
LongBeach,Cleveland,3621
FortWorth,ElPaso,4086
Baltimore,Minneapolis,1211
Memphis,NewOrleans,4915
Miami,Tampa,254
NewYork,Memphis,2689
Houston,Philadelphia,1330
Wichita,Washington,1064
ElPaso,Mesa,4449
Chicago,SanFrancisco,4344
Fresno,NewYork,4904
Mesa,Boston,131
SanDiego,Fresno,4703
ElPaso,SantaAna,2518
Jacksonville,Tulsa,1365
Charlotte,LasVegas,4241
Phoenix,Seattle,4780
NewYork,Louisville,1294
Honolulu,LosAngeles,1751
Nashville,Memphis,1921
SanAntonio,Sacramento,3517
Baltimore,Philadelphia,1659
Detroit,Dallas,130
Albuquerque,Omaha,1917
KansasCity,Baltimore,4617
LongBeach,Milwaukee,4450
NewOrleans,Jacksonville,4627
Anaheim,Miami,4148
Milwaukee,Albuquerque,923
Albuquerque,Oakland,3031
ColoradoSprings,FortWorth,2966
NewYork,Bakersfield,2559
Houston,SantaAna,3631
Phoenix,Nashville,3237
ElPaso,NewYork,2945
Atlanta,Washington,1471
Detroit,Denver,3703
Jacksonville,Philadelphia,3399
Tampa,Miami,1826
FortWorth,NewYork,4734
Anaheim,Phoenix,1672
Memphis,Anaheim,478
LosAngeles,Wichita,3413
SantaAna,Dallas,4341
SantaAna,Houston,1814
Denver,Washington,1563
Philadelphia,Wichita,2311
Dallas,Atlanta,3660
Arlington,SanDiego,255
Dallas,Fresno,136
Portland,Dallas,2298
Chicago,Columbus,2688
LasVegas,Cleveland,3187
Wichita,Phoenix,3478
LosAngeles,Denver,4624
SanFrancisco,Anaheim,3862
Minneapolis,Jacksonville,4035
Omaha,Charlotte,2732
Sacramento,Charlotte,2256
Albuquerque,Columbus,285
LosAngeles,KansasCity,3160
Denver,Minneapolis,3552
Charlotte,Denver,2533
Cleveland,KansasCity,459
Bakersfield,ColoradoSprings,2070
Memphis,Anaheim,81
Phoenix,Atlanta,3421
Memphis,LongBeach,1563
NewYork,Boston,2821
Fresno,Memphis,1431
LasVegas,Oakland,2931
Indianapolis,Fresno,1981
Seattle,Charlotte,1586
Phoenix,Wichita,531
Bakersfield,Houston,4156
Detroit,ColoradoSprings,445
SanAntonio,Wichita,421
LosAngeles,SanDiego,4793
SanDiego,Philadelphia,1966
Sacramento,Boston,329
ElPaso,Philadelphia,586
Mesa,Albuquerque,1819
Aurora,Tucson,4990
SanFrancisco,ElPaso,4824
Chicago,Honolulu,987
Albuquerque,Anaheim,4161
LasVegas,Washington,632
Austin,Aurora,3892
SanFrancisco,Denver,1120
Columbus,Milwaukee,4999
Cleveland,Seattle,1148
Omaha,VirginiaBeach,723
Dallas,Indianapolis,3114
